uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
690_7_1,69007,1,1,19750506,37,4,1.0,1.0,2.0,5,1,2,,2.0,1.0,,57.0,2,,2.0,1.0,,58.0,5.0
690_8_1,69008,1,1,19630207,49,7,1.0,1.0,2.0,0,1,2,,2.0,1.0,,79.0,2,,2.0,1.0,,81.0,5.0
690_9_1,69009,1,1,19850603,27,3,1.0,1.0,2.0,0,1,2,,2.0,1.0,,47.0,2,,4.0,1.0,,58.0,5.0
690_12_2,69012,2,1,19731028,38,10,1.0,2.0,,0,1,2,,1.0,1.0,,70.0,2,,1.0,1.0,,72.0,5.0
691_1_2,69101,2,2,19850705,27,2,1.0,1.0,1.0,0,1,2,,3.0,1.0,,57.0,2,,3.0,1.0,,59.0,4.0
691_2_1,69102,1,1,19490411,63,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,53.0,,3.0
691_3_2,69103,2,2,19770522,35,3,1.0,1.0,1.0,0,1,2,,1.0,1.0,,65.0,2,,1.0,1.0,,70.0,6.0
691_4_1,69104,1,1,19460310,66,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,64.0,,5.0
691_5_2,69105,2,2,19610521,51,3,1.0,1.0,1.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,1.0,,85.0,7.0
691_7_2,69107,2,2,19800506,32,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,52.0,2,,3.0,1.0,,56.0,5.0
691_8_1,69108,1,1,19790511,33,3,1.0,1.0,2.0,0,1,1,5.0,,,,,2,,1.0,2.0,53.0,,4.0
692_1_1,69201,2,1,19351010,76,11,4.0,,,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,85.0,,4.0
692_2_2,69202,2,2,19550212,57,6,1.0,1.0,1.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,2.0,90.0,,5.0
692_6_1,69206,1,1,19231111,88,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,85.0,,4.0
692_8_1,69208,1,1,19681119,43,9,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,60.0,,5.0
693_3_1,69303,1,1,19640125,48,8,4.0,,,0,1,2,,1.0,2.0,56.0,,2,,1.0,2.0,66.0,,4.0
693_4_1,69304,1,1,19760227,36,7,1.0,1.0,2.0,0,1,2,,5.0,1.0,,67.0,2,,5.0,1.0,,69.0,5.0
693_6_1,69306,1,1,19851202,26,9,1.0,1.0,2.0,0,1,1,4.0,,,,,1,3.0,,,,,3.0
693_8_1,69308,1,1,19810831,31,0,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,2.0,2.0,68.0,,4.0
694_2_1,69402,1,1,19671010,44,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,67.0,,7.0
694_3_4,69403,2,9,19801213,31,8,1.0,1.0,3.0,0,1,2,,3.0,1.0,,60.0,2,,3.0,2.0,49.0,,5.0
694_4_3,69404,1,4,19911021,20,10,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,7.0
694_5_1,69405,1,1,19810804,31,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,70.0,,5.0
694_6_1,69406,1,1,19701028,41,10,1.0,1.0,2.0,0,1,2,,3.0,1.0,,63.0,2,,3.0,1.0,,70.0,6.0
694_7_2,69407,2,2,19640318,48,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,72.0,2,,2.0,2.0,76.0,,5.0
694_9_1,69409,1,1,19781001,34,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,81.0,,2,,2.0,2.0,71.0,,5.0
694_10_1,69410,2,1,19360603,76,4,4.0,,,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,80.0,,3.0
695_1_1,69501,1,1,19440413,68,4,1.0,1.0,2.0,0,1,2,,3.0,2.0,77.0,,2,,3.0,2.0,76.0,,4.0
695_3_1,69503,1,1,19870722,25,1,5.0,,,0,1,2,,5.0,1.0,,58.0,2,,5.0,1.0,,62.0,4.0
695_5_1,69505,1,1,19430510,69,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,64.0,,4.0
695_6_1,69506,1,1,19640114,48,7,1.0,1.0,2.0,0,1,2,,5.0,1.0,,74.0,2,,4.0,1.0,,77.0,4.0
695_7_1,69507,2,1,19800223,32,6,5.0,,,2,1,2,,5.0,2.0,50.0,,2,,5.0,2.0,54.0,,3.0
695_8_1,69508,1,1,19580426,54,4,1.0,1.0,2.0,0,1,2,,5.0,2.0,68.0,,2,,9.0,2.0,70.0,,4.0
696_1_1,69601,1,1,19430116,69,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,68.0,,5.0
696_3_1,69603,1,1,19830424,29,5,2.0,2.0,,0,1,2,,3.0,1.0,,55.0,2,,5.0,1.0,,63.0,3.0
696_4_1,69604,1,1,19820325,30,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,60.0,,2,,3.0,2.0,70.0,,3.0
696_6_1,69606,1,1,19740524,38,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,64.0,2,,3.0,1.0,,57.0,6.0
696_7_1,69607,1,1,19780122,34,8,1.0,1.0,2.0,0,1,2,,5.0,2.0,68.0,,2,,5.0,2.0,67.0,,4.0
696_12_1,69612,1,1,19640313,48,6,1.0,1.0,2.0,0,1,2,,5.0,2.0,65.0,,2,,5.0,2.0,70.0,,6.0
697_1_2,69701,2,2,19640105,48,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,80.0,,2,,3.0,2.0,65.0,,7.0
697_2_1,69702,1,1,19740323,38,5,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,3.0,2.0,72.0,,2.0
697_4_1,69704,1,1,19560301,56,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,83.0,,2,,2.0,2.0,62.0,,6.0
697_5_2,69705,2,2,19720926,39,11,1.0,1.0,1.0,0,1,2,,9.0,1.0,,62.0,2,,9.0,1.0,,62.0,6.0
697_6_1,69706,1,1,19780815,34,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,62.0,2,,3.0,2.0,45.0,,5.0
697_7_1,69707,1,1,19371026,74,10,4.0,,,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,64.0,,6.0
697_10_1,69710,1,1,19640626,48,2,4.0,,,0,1,2,,2.0,1.0,,75.0,2,,3.0,1.0,,80.0,7.0
698_2_2,69802,2,2,19760201,36,8,1.0,1.0,1.0,0,1,2,,10.0,2.0,33.0,,2,,10.0,1.0,,60.0,7.0
698_3_2,69803,2,2,19880531,24,4,1.0,1.0,1.0,0,1,2,,10.0,1.0,,56.0,2,,10.0,1.0,,68.0,5.0
698_5_2,69805,2,2,19720704,40,3,1.0,1.0,1.0,0,1,2,,10.0,2.0,65.0,,2,,10.0,2.0,63.0,,6.0
698_12_1,69812,1,1,19760524,36,4,1.0,1.0,2.0,0,1,2,,10.0,1.0,,70.0,2,,10.0,2.0,73.0,,4.0
699_1_1,69901,1,1,19510623,61,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,2.0,2.0,78.0,,6.0
699_3_2,69903,1,4,19761113,35,10,1.0,1.0,3.0,0,1,2,,1.0,2.0,60.0,,1,1.0,,,,,3.0
699_6_1,69906,1,1,19741103,37,11,1.0,1.0,2.0,0,1,2,,3.0,1.0,,63.0,2,,1.0,2.0,65.0,,5.0
699_7_1,69907,1,1,19690503,43,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,76.0,2,,1.0,1.0,,82.0,5.0
699_10_1,69910,1,1,19720903,40,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,1.0,,74.0,5.0
699_12_1,69912,1,1,19710301,41,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,60.0,,5.0
700_2_3,70002,1,4,19651007,46,11,1.0,1.0,4.0,0,1,1,2.0,,,,,1,1.0,,,,,6.0
700_6_2,70006,2,4,19890916,23,0,5.0,,,0,1,1,1.0,,,,,2,,3.0,2.0,42.0,,6.0
700_7_1,70007,2,1,19440519,68,3,4.0,,,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,67.0,,5.0
700_8_2,70008,2,2,19500507,62,5,1.0,1.0,1.0,0,1,2,,3.0,2.0,50.0,,2,,2.0,1.0,,80.0,5.0
700_10_3,70010,1,4,19630919,48,11,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,7.0
700_12_1,70012,2,1,19590303,53,6,4.0,,,0,1,2,,2.0,2.0,60.0,,2,,2.0,2.0,55.0,,5.0
701_1_2,70101,2,2,19870808,25,1,1.0,1.0,1.0,0,1,2,,3.0,1.0,,50.0,2,,3.0,1.0,,55.0,6.0
701_3_1,70103,1,1,19600215,52,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,2.0,2.0,60.0,,6.0
701_4_2,70104,2,2,19430305,69,6,1.0,1.0,1.0,0,1,2,,2.0,2.0,53.0,,2,,2.0,2.0,70.0,,5.0
701_5_2,70105,2,2,19420331,70,5,1.0,1.0,1.0,0,1,2,,1.0,2.0,50.0,,2,,1.0,2.0,80.0,,5.0
701_6_1,70106,1,1,19870520,25,4,5.0,,,0,1,2,,3.0,1.0,,55.0,2,,3.0,1.0,,60.0,6.0
701_7_1,70107,1,1,19700915,42,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,66.0,2,,2.0,1.0,,78.0,4.0
701_11_2,70111,2,2,19630106,49,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,1.0,,70.0,6.0
702_2_1,70202,1,1,19530507,59,4,1.0,1.0,2.0,0,1,2,,3.0,2.0,67.0,,2,,3.0,2.0,78.0,,7.0
702_3_1,70203,1,1,19751206,36,9,1.0,1.0,2.0,0,1,2,,5.0,1.0,,61.0,2,,5.0,1.0,,70.0,5.0
702_4_1,70204,2,1,19380616,74,2,4.0,,,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,82.0,,5.0
702_5_1,70205,1,1,19490404,63,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,75.0,,2,,3.0,2.0,70.0,,5.0
702_10_2,70210,2,2,19510905,61,0,1.0,1.0,1.0,0,1,2,,4.0,1.0,,82.0,2,,3.0,1.0,,87.0,7.0
702_11_3,70211,2,4,19920228,20,6,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,6.0
702_12_2,70212,2,2,19451020,66,10,1.0,1.0,1.0,0,1,2,,3.0,2.0,66.0,,2,,3.0,2.0,67.0,,4.0
703_4_2,70304,2,2,19770730,35,1,1.0,1.0,1.0,0,1,2,,2.0,1.0,,67.0,2,,1.0,1.0,,72.0,2.0
703_6_2,70306,2,2,19680312,44,5,1.0,1.0,1.0,0,1,2,,5.0,1.0,,65.0,2,,5.0,1.0,,71.0,4.0
703_7_2,70307,2,2,19820522,30,3,1.0,1.0,1.0,0,1,2,,3.0,1.0,,50.0,2,,5.0,1.0,,55.0,4.0
703_8_2,70308,2,2,19800702,32,2,1.0,1.0,1.0,0,1,2,,5.0,1.0,,60.0,2,,5.0,1.0,,65.0,3.0
704_1_2,70401,2,2,19500110,62,8,1.0,1.0,1.0,0,1,2,,3.0,2.0,76.0,,2,,3.0,2.0,59.0,,5.0
704_2_2,70402,2,2,19600208,52,6,1.0,1.0,1.0,0,1,2,,4.0,1.0,,79.0,2,,3.0,1.0,,85.0,3.0
704_4_1,70404,1,1,19561025,55,10,1.0,1.0,2.0,0,1,2,,3.0,1.0,,80.0,2,,3.0,1.0,,87.0,6.0
704_5_4,70405,2,4,19790106,33,8,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,6.0
704_6_2,70406,2,2,19700430,42,4,1.0,1.0,1.0,0,1,2,,5.0,1.0,,70.0,2,,5.0,1.0,,71.0,5.0
704_11_2,70411,2,2,19750302,37,6,1.0,1.0,1.0,0,1,2,,5.0,1.0,,65.0,2,,3.0,1.0,,71.0,4.0
705_1_1,70501,1,1,19350117,77,8,1.0,1.0,2.0,0,1,2,,10.0,2.0,80.0,,2,,10.0,2.0,67.0,,5.0
705_2_2,70502,2,2,19500106,62,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,50.0,,2,,2.0,2.0,70.0,,6.0
705_3_2,70503,2,2,19630909,49,0,1.0,1.0,1.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,82.0,,6.0
705_4_2,70504,2,2,19460905,66,1,1.0,1.0,1.0,0,1,2,,3.0,1.0,,85.0,2,,5.0,2.0,89.0,,6.0
705_5_1,70505,1,1,19470106,65,9,4.0,,,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,89.0,,4.0
705_8_1,70508,2,1,19400105,72,9,4.0,,,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,76.0,,6.0
705_12_1,70512,2,1,19330507,79,5,4.0,,,0,1,2,,10.0,2.0,81.0,,2,,10.0,2.0,77.0,,6.0
706_4_2,70604,2,2,19600215,52,7,1.0,1.0,1.0,0,1,2,,3.0,2.0,65.0,,2,,4.0,2.0,79.0,,5.0
706_5_1,70605,1,1,19460531,66,3,1.0,1.0,2.0,0,1,2,,5.0,2.0,76.0,,2,,4.0,2.0,80.0,,7.0
706_7_1,70607,1,1,19800130,32,7,1.0,1.0,2.0,0,1,2,,9.0,1.0,,67.0,2,,9.0,1.0,,72.0,4.0
706_8_2,70608,2,2,19621130,49,9,1.0,1.0,1.0,0,1,2,,5.0,1.0,,74.0,2,,5.0,1.0,,82.0,8.0
706_12_3,70612,1,4,19870610,25,3,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,9.0
707_1_2,70701,2,2,19560724,56,2,1.0,1.0,1.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,80.0,,3.0
707_2_2,70702,2,2,19600901,52,1,1.0,1.0,1.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,2.0,70.0,,4.0
707_3_1,70703,1,1,19610925,50,11,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,2,,3.0,2.0,71.0,,6.0
707_5_1,70705,1,1,19780503,34,4,1.0,1.0,2.0,0,1,2,,5.0,1.0,,60.0,2,,9.0,1.0,,63.0,7.0
707_7_1,70707,1,1,19560129,56,7,5.0,,,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,80.0,,2.0
707_8_2,70708,2,2,19610504,51,4,1.0,1.0,1.0,0,1,2,,3.0,1.0,,76.0,2,,2.0,2.0,70.0,,8.0
707_9_2,70709,2,2,19630524,49,3,1.0,2.0,,0,1,2,,3.0,2.0,65.0,,2,,2.0,2.0,73.0,,8.0
708_1_1,70801,2,1,19890217,23,8,5.0,,,0,1,2,,5.0,1.0,,49.0,2,,5.0,1.0,,53.0,1.0
708_2_1,70802,1,1,19840808,28,2,5.0,,,0,1,2,,5.0,1.0,,55.0,2,,5.0,1.0,,60.0,3.0
708_3_1,70803,1,1,19830701,29,3,5.0,,,0,1,2,,4.0,1.0,,53.0,2,,5.0,1.0,,55.0,3.0
708_4_1,70804,2,1,19821107,29,11,5.0,,,0,1,2,,5.0,1.0,,49.0,2,,5.0,1.0,,53.0,2.0
708_5_1,70805,2,1,19840521,28,5,5.0,,,0,1,2,,5.0,1.0,,51.0,2,,5.0,1.0,,55.0,2.0
708_6_1,70806,2,1,19831208,28,10,5.0,,,0,1,2,,5.0,1.0,,52.0,2,,5.0,1.0,,59.0,3.0
708_10_1,70810,1,1,19790401,33,6,3.0,1.0,2.0,0,1,2,,3.0,1.0,,55.0,2,,3.0,1.0,,62.0,5.0
708_11_1,70811,2,1,19811109,30,11,5.0,,,0,1,2,,5.0,1.0,,62.0,2,,5.0,1.0,,67.0,5.0
709_1_2,70901,2,7,19361222,75,8,4.0,,,0,1,2,,1.0,2.0,62.0,,2,,1.0,2.0,50.0,,6.0
709_2_3,70902,2,4,19801112,31,9,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,8.0
709_5_2,70905,2,2,1962,50,0,1.0,1.0,1.0,0,1,2,,10.0,2.0,99.0,,2,,10.0,2.0,99.0,,7.0
709_6_1,70906,2,1,19380919,73,11,4.0,,,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,70.0,,5.0
709_7_1,70907,1,1,19260101,86,9,4.0,,,0,1,2,,10.0,2.0,60.0,,2,,10.0,2.0,60.0,,5.0
709_8_1,70908,2,1,19470926,64,11,4.0,,,0,1,2,,5.0,2.0,85.0,,2,,3.0,2.0,28.0,,6.0
709_9_1,70909,2,1,19450430,67,4,4.0,,,0,1,2,,2.0,2.0,87.0,,2,,2.0,2.0,60.0,,5.0
709_12_2,70912,2,2,19690410,43,6,1.0,1.0,1.0,0,1,2,,5.0,1.0,,70.0,2,,5.0,1.0,,81.0,8.0
710_1_1,71001,2,1,19780614,34,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,76.0,2,,3.0,1.0,,80.0,8.0
710_2_1,71002,2,1,19720112,40,8,5.0,,,0,1,2,,2.0,2.0,67.0,,1,2.0,,,,,6.0
710_4_1,71004,2,1,19620601,50,4,4.0,,,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,84.0,,8.0
710_6_2,71006,2,2,19500202,62,8,1.0,1.0,1.0,0,1,2,,2.0,2.0,83.0,,2,,2.0,2.0,89.0,,7.0
710_8_1,71008,1,1,19500721,62,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,73.0,,8.0
710_9_1,71009,2,1,19890920,23,0,5.0,,,0,1,2,,3.0,2.0,46.0,,2,,3.0,1.0,,50.0,5.0
710_12_1,71012,1,1,19870131,25,8,5.0,,,0,1,1,3.0,,,,,1,2.0,,,,,6.0
711_1_1,71101,1,1,19670620,45,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,72.0,2,,3.0,1.0,,76.0,6.0
711_2_1,71102,1,1,19501121,61,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,70.0,,5.0
711_3_1,71103,1,1,19400305,72,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,76.0,,2,,2.0,2.0,80.0,,5.0
711_4_2,71104,2,2,19710516,41,3,1.0,1.0,1.0,0,1,2,,3.0,1.0,,68.0,2,,2.0,2.0,78.0,,6.0
711_5_1,71105,1,1,19670206,45,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,68.0,,2,,3.0,1.0,,75.0,6.0
711_6_1,71106,1,1,19560226,56,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,74.0,,5.0
711_8_1,71108,1,1,19500123,62,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,78.0,,6.0
712_1_1,71201,1,1,19760929,36,0,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,2.0,2.0,78.0,,6.0
712_2_3,71202,2,9,19760531,36,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,64.0,2,,3.0,1.0,,68.0,5.0
712_3_1,71203,2,1,19520219,60,7,4.0,,,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,84.0,,6.0
712_4_2,71204,2,2,19770226,35,7,1.0,1.0,1.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,2.0,72.0,,6.0
712_6_2,71206,2,2,19750913,37,0,1.0,1.0,1.0,0,1,2,,2.0,1.0,,73.0,2,,2.0,2.0,79.0,,7.0
712_7_1,71207,1,1,19690210,43,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,83.0,,7.0
712_8_2,71208,2,2,19811231,30,8,1.0,1.0,1.0,0,1,2,,3.0,1.0,,68.0,2,,3.0,1.0,,74.0,7.0
713_2_1,71302,1,1,19660321,46,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,68.0,2,,2.0,1.0,,72.0,5.0
713_3_1,71303,1,1,19560805,56,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,75.0,,7.0
713_4_3,71304,1,4,19810502,31,4,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,7.0
713_5_1,71305,1,1,19500630,62,2,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,78.0,,6.0
713_7_1,71307,2,1,19641106,47,10,2.0,2.0,,12,1,2,,2.0,1.0,,72.0,2,,2.0,2.0,76.0,,5.0
713_10_1,71310,1,1,19780312,34,5,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,2.0,2.0,78.0,,6.0
713_12_2,71312,1,4,19680624,44,3,5.0,,,0,1,1,1.0,,,,,2,,2.0,2.0,84.0,,4.0
714_1_1,71401,1,1,19770509,35,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,56.0,2,,3.0,1.0,,59.0,2.0
714_3_2,71403,2,2,19710301,41,6,1.0,1.0,1.0,0,1,2,,3.0,1.0,,61.0,2,,3.0,2.0,67.0,,4.0
714_4_2,71404,2,2,19500427,62,4,1.0,1.0,1.0,0,1,2,,3.0,2.0,50.0,,2,,3.0,2.0,85.0,,4.0
714_5_3,71405,1,4,19720717,40,1,1.0,1.0,4.0,0,1,1,2.0,,,,,1,1.0,,,,,5.0
714_6_1,71406,1,1,19630402,49,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,32.0,,2,,3.0,2.0,72.0,,4.0
714_8_2,71408,2,2,19660204,46,7,1.0,1.0,1.0,0,1,2,,4.0,1.0,,68.0,2,,4.0,1.0,,73.0,4.0
714_11_1,71411,2,1,19530521,59,3,4.0,,,0,1,2,,3.0,2.0,84.0,,2,,3.0,2.0,83.0,,2.0
714_12_1,71412,1,1,19610309,51,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,74.0,2,,3.0,2.0,83.0,,5.0
715_1_1,71501,1,1,19651126,46,9,1.0,1.0,2.0,0,1,2,,5.0,1.0,,78.0,2,,2.0,2.0,74.0,,5.0
715_2_1,71502,1,1,19720425,40,4,1.0,1.0,2.0,12,1,2,,3.0,1.0,,62.0,2,,3.0,1.0,,67.0,5.0
715_4_2,71504,2,2,19670225,45,6,1.0,1.0,1.0,0,1,2,,4.0,2.0,64.0,,2,,4.0,1.0,,79.0,6.0
715_5_3,71505,1,4,19690810,43,1,1.0,1.0,4.0,0,1,1,2.0,,,,,1,1.0,,,,,7.0
715_7_1,71507,2,1,19400407,72,5,4.0,,,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,78.0,,5.0
715_8_1,71508,1,1,19551210,56,9,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,73.0,,5.0
715_12_1,71512,1,1,19630710,49,2,1.0,1.0,2.0,0,1,2,,3.0,2.0,68.0,,2,,3.0,2.0,72.0,,6.0
716_1_1,71601,1,1,19570212,55,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,80.0,,6.0
716_2_1,71602,1,1,19370312,75,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,88.0,,7.0
716_3_1,71603,1,1,19620304,50,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,77.0,,5.0
716_4_1,71604,1,1,19630612,49,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,79.0,2,,2.0,2.0,80.0,,8.0
716_6_1,71606,1,1,19700301,42,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,2.0,1.0,,76.0,6.0
716_7_1,71607,1,1,19630205,49,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,73.0,2,,3.0,2.0,76.0,,8.0
716_10_1,71610,1,1,19520223,60,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,80.0,,7.0
717_5_2,71705,2,2,19581231,53,8,1.0,1.0,1.0,0,1,2,,3.0,2.0,72.0,,2,,3.0,2.0,65.0,,6.0
717_7_1,71707,1,1,19410310,71,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,72.0,,2,,3.0,2.0,73.0,,5.0
717_11_1,71711,1,1,19650814,47,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,70.0,,1,5.0,,,,,4.0
718_1_1,71801,2,1,19670803,45,2,4.0,,,0,1,2,,3.0,2.0,60.0,,2,,3.0,2.0,65.0,,5.0
718_2_2,71802,2,2,19760314,36,7,1.0,1.0,1.0,0,1,2,,1.0,1.0,,58.0,2,,1.0,1.0,,64.0,5.0
718_3_1,71803,1,1,19560803,56,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,74.0,,5.0
718_4_1,71804,1,1,19710916,41,0,1.0,1.0,2.0,0,1,2,,1.0,1.0,,65.0,2,,1.0,2.0,63.0,,2.0
718_6_2,71806,2,2,19750417,37,5,1.0,1.0,1.0,0,1,2,,3.0,1.0,,63.0,2,,3.0,2.0,60.0,,5.0
718_7_2,71807,2,2,19570510,55,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,77.0,2,,1.0,2.0,70.0,,5.0
718_11_1,71811,2,1,19580501,54,5,4.0,,,0,1,2,,1.0,1.0,,83.0,2,,1.0,2.0,75.0,,3.0
719_1_1,71901,1,1,19580909,54,0,5.0,,,0,1,2,,3.0,2.0,75.0,,2,,3.0,2.0,81.0,,8.0
719_2_1,71902,2,1,19480129,64,7,4.0,,,0,1,2,,3.0,2.0,79.0,,2,,2.0,2.0,82.0,,9.0
719_5_1,71905,1,1,19810807,31,0,5.0,,,0,1,2,,5.0,1.0,,62.0,2,,5.0,1.0,,65.0,8.0
719_6_1,71906,1,1,19580916,54,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,3.0,2.0,80.0,,7.0
719_7_1,71907,1,1,19500513,62,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,81.0,,7.0
719_11_1,71911,1,1,19400504,72,4,4.0,,,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,80.0,,6.0
719_12_1,71912,1,1,19520227,60,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,78.0,,2,,3.0,2.0,82.0,,8.0
720_1_1,72001,2,1,19471202,64,10,4.0,,,0,1,2,,2.0,2.0,77.0,,2,,2.0,2.0,79.0,,9.0
720_5_1,72005,2,1,19610512,51,4,4.0,,,6,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,80.0,,7.0
720_6_1,72006,1,1,19490323,63,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,78.0,,2,,2.0,2.0,79.0,,7.0
720_7_1,72007,1,1,19560810,56,1,1.0,1.0,2.0,0,1,2,,3.0,1.0,,76.0,2,,3.0,2.0,79.0,,8.0
720_8_1,72008,2,1,19410825,71,1,4.0,,,0,1,2,,2.0,2.0,75.0,,2,,2.0,2.0,81.0,,6.0
720_9_1,72009,1,1,19420530,70,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,81.0,,8.0
720_11_1,72011,1,1,19650920,47,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,74.0,2,,3.0,2.0,77.0,,7.0
721_2_2,72102,2,2,19741021,37,10,1.0,1.0,1.0,0,1,2,,5.0,1.0,,67.0,2,,5.0,1.0,,82.0,5.0
